ID,Tweet URL,Published At,Username,Content,Likes,Retweet Count,Reply Count,Quote Count,Views Count,Bookmarks Count,Media Type,Media URL,Is Retweeted,Is Quoted
171932,https://twitter.com/MSF_france/status/1735697152616038736,2023-12-15 16:23:43+00,MSF_france,"#Haïti : Le 12décembre, à la sortie du Centre d’Urgence de #MSF de Turgeau, un groupe d’individus armés a arrêté une  ambulance de l’organisation. Ils en ont sorti le patient de force et  l’ont exécuté de plusieurs balles avant de s’enfuir. https://t.co/y4akbHY2Dk 1/2",40,30,6,1,3275,1,,,f,f
171933,https://twitter.com/MSF_france/status/1735670382038773899,2023-12-15 14:37:20+00,MSF_france,"#Syrie : En 2015, Abdulbari avait 12 ans. La guerre en Syrie durait depuis 4 ans. Cette année-là, sa vie a changé lorsqu’un missile a touché  l’hôpital désaffecté où il se réfugiait avec sa famille, dans la région  d’#Idlib. https://t.co/t1ip3TFSq7",10,6,0,0,1682,0,,,f,f
171934,https://twitter.com/MSF_france/status/1735611499110900033,2023-12-15 10:43:22+00,MSF_france,"L’#EUMigrationPact est présenté par l’#UE comme une solution à une « crise migratoire » en Europe. La seule « crise », c’est celle de l’accueil, et le pacte n’est pas la solution ! https://t.co/j7m5lfYaOj",4,5,2,0,1010,0,photo,https://pbs.twimg.com/media/GBYhSNeWoAE1rhn.jpg,f,f
171935,https://twitter.com/MSF_france/status/1735611496808280347,2023-12-15 10:43:21+00,MSF_france,"L’#EUMigrationPact n’arrêtera pas les violences perpétrées dans les pays tiers, conséquences de l’externalisation du contrôle des frontières. https://t.co/Y9Ja3rEGwR",4,4,1,0,1006,0,photo,https://pbs.twimg.com/media/GBYZ9p6WIAAAVuy.jpg,f,f
171936,https://twitter.com/MSF_france/status/1735611494321025326,2023-12-15 10:43:21+00,MSF_france,L’#EUMigrationPact n’arrêtera pas les refoulements aux frontières et la rétention des personnes dans des centres fermés. https://t.co/JCBUNxjvqb,2,1,1,0,91,1,photo,https://pbs.twimg.com/media/GBYZ7rBWgAArNb0.jpg,f,f
171937,https://twitter.com/MSF_france/status/1735611492119060712,2023-12-15 10:43:20+00,MSF_france,L’#EUMigrationPact ne proposera pas des conditions d’accueil sûres et dignes pour les demandeurs d’asile. https://t.co/13OKg0BvOe,1,1,1,0,81,0,photo,https://pbs.twimg.com/media/GBYZ6P6WUAA5onW.jpg,f,f
171938,https://twitter.com/MSF_france/status/1735611489719894130,2023-12-15 10:43:19+00,MSF_france,L'#EUMigrationPact ne garantira pas le droit à l’assistance vitale dont nécessitent les exilé·e·s. https://t.co/JGHHtsXIND,14,8,2,1,4070,0,photo,https://pbs.twimg.com/media/GBYggoMWwAA_50o.jpg,f,f
171939,https://twitter.com/MSF_france/status/1735301970418622752,2023-12-14 14:13:24+00,MSF_france,"Lorsque les armes se tairont et que l'ampleur réelle de la dévastation sera révélée, le Conseil européen, ses membres et les dirigeants européens pourront-ils dire qu'ils ont fait tout ce qui était en leur pouvoir pour arrêter ce bain de sang ?",67,34,6,1,2315,0,,,f,f
171940,https://twitter.com/MSF_france/status/1735301968229491111,2023-12-14 14:13:24+00,MSF_france,La France doit devenir le moteur d'une position diplomatique unifiée au niveau de l'Union européenne afin de convaincre l'État d'Israël de cesser ses bombardements indiscriminés et de lever le siège sur la bande de #Gaza.,39,12,5,1,1736,0,,,f,f
171941,https://twitter.com/MSF_france/status/1735301964961927177,2023-12-14 14:13:23+00,MSF_france,Cette réunion entre chefs d'États et de gouvernements européens doit être l’occasion de faire tout ce qui est en votre pouvoir pour épargner la vie du peuple palestinien pris au piège à #Gaza et arrêter le carnage.,17,4,1,0,276,0,,,f,f
171942,https://twitter.com/MSF_france/status/1735301962634023324,2023-12-14 14:13:22+00,MSF_france,"#Gaza : À l'Assemblée générale de l’ONU, seuls 17 pays européens ont voté pour un #CessezLeFeu. @EmmanuelMacron, saisissez-vous du Conseil européen qui se tient jusqu'à demain pour mobiliser vos homologues. https://t.co/U9POK3tYL7",262,158,21,4,10435,3,,,f,f
171943,https://twitter.com/MSF_france/status/1735294592721801591,2023-12-14 13:44:05+00,MSF_france,@barbara_prose Vous pouvez contacter directement notre service donateurs par e-mail : donateurs@paris.msf.org ou par téléphone au 01 40 21 27 27,0,0,1,0,35,0,,,f,f
171944,https://twitter.com/MSF_france/status/1735285379706552350,2023-12-14 13:07:29+00,MSF_france,"Tout s'est passé sous les yeux de l'équipe #MSF. Depuis le 7 octobre nous avons vu les forces israéliennes tirer à balles réelles sur l'hôpital, gazer l'hôpital, bloquer les ambulances, humilier et harceler le personnel médical.",1217,991,22,23,58591,21,,,f,f
171945,https://twitter.com/MSF_france/status/1735285377856831936,2023-12-14 13:07:28+00,MSF_france,"Ce matin, les forces israéliennes ont arrêté les ambulances qui ramenaient des patients  chez eux devant l'hôpital Khalil Suleiman. Les ambulanciers et les chauffeurs ont été sommés de sortir des véhicules, déshabillés et obligés de s'agenouiller dans la rue.",926,884,11,28,58766,17,,,f,f
171946,https://twitter.com/MSF_france/status/1735250609844945137,2023-12-14 10:49:19+00,MSF_france,"Sous prétexte de lutter contre l’immigration irrégulière, le @gouvernementFR alimente un débat aux accents xénophobes permettant de faire avancer des mesures fragilisant toujours plus les conditions de vie des personnes en #migration et notamment leur accès aux soins de #santé. https://t.co/j4CYIG7zKB",119,66,12,0,3585,0,photo,https://pbs.twimg.com/media/GBTYYlzWUAAb66g.jpg,f,f
171947,https://twitter.com/MSF_france/status/1735016606651052504,2023-12-13 19:19:28+00,MSF_france,"Aujourd'hui, une patiente est sortie de l'hôpital, ramenée chez elle par une ambulance. Mais le véhicule a été la cible de tirs et la même patiente a été réadmise avec une blessure par balle et se trouve actuellement au bloc opératoire.",63,52,0,2,2078,1,,,f,f
171948,https://twitter.com/MSF_france/status/1735016604679700838,2023-12-13 19:19:28+00,MSF_france,"Le 12&amp;13 déc, les forces israéliennes ont lancé des gaz lacrymogènes sur l'hôpital en réponse à des enfants qui jetaient des pierres sur les véhicules blindés. Des pers. sont soignées pour inhalation de lacrymogène dont 1 soignant. Le personnel a encore dû soigner ses collègues.",50,30,1,0,1896,1,,,f,f
171949,https://twitter.com/MSF_france/status/1735016602855264513,2023-12-13 19:19:27+00,MSF_france,"Hier, un homme a porté son fils de 13 ans à pied jusqu'à l'hôpital Khalil Suleiman parce que les véhicules blindés de l'armée israélienne empêchaient les ambulances de circuler. Le garçon est décédé à son arrivée à l'hôpital.",103,107,1,3,15115,4,,,f,f
171950,https://twitter.com/MSF_france/status/1734578071292846091,2023-12-12 14:16:53+00,MSF_france,"Début novembre, l’armée israélienne a commencé à encercler progressivement les principaux hôpitaux du nord de #Gaza. Les équipes  #MSF ont été témoins de plusieurs attaques contre ces établissements, leur personnel médical et leurs patients. https://t.co/1jp4Sdddeu",50,30,0,3,1599,0,,,f,f
171951,https://twitter.com/MSF_france/status/1734578069589958843,2023-12-12 14:16:53+00,MSF_france,"Le bâtiment de l'hôpital a également subi des dommages importants lors des bombardements et des combats, tout comme de nombreux hôpitaux du nord de la bande de #Gaza, et les stocks s'épuisent, compromettant encore davantage la capacité des médecins à soigner les patients.",41,13,1,0,1351,0,,,f,f
171952,https://twitter.com/MSF_france/status/1734578067803164704,2023-12-12 14:16:52+00,MSF_france,"L'hôpital d'Al-Awda est attaqué depuis le 7 octobre. Ces attaques ont tué au moins 5 membres du personnel hospitalier, dont deux médecins #MSF, alors qu'ils soignaient des patients.",45,17,1,1,1294,0,,,f,f
171953,https://twitter.com/MSF_france/status/1734578065999626643,2023-12-12 14:16:52+00,MSF_france,« Al Awda est un hôpital fonctionnel avec du personnel médical et de nombreux patients dans un état vulnérable. Cibler le personnel médical en exercice est totalement condamnable et inhumain. »,47,20,1,0,1419,0,,,f,f
171954,https://twitter.com/MSF_france/status/1734578064221204773,2023-12-12 14:16:52+00,MSF_france,"« Les informations provenant de l'hôpital sont déchirantes et nous sommes très inquiets pour la sécurité des patients et du personnel à l'intérieur », déclare Renzo Fricke, chef de mission #MSF.",49,19,1,1,1085,0,,,f,f
171955,https://twitter.com/MSF_france/status/1734578062484820081,2023-12-12 14:16:51+00,MSF_france,"À #Gaza, l'hôpital d'Al-Awda est totalement assiégé par les forces israéliennes depuis le 5 décembre.",54,21,1,1,1334,0,,,f,f
171956,https://twitter.com/MSF_france/status/1734229849395331491,2023-12-11 15:13:11+00,MSF_france,"#PJLimmigration : comme pour l'#AME, ""Sans titre de séjour pour soin, ces personnes ne seront pas soignées correctement ou trop tardivement, elles finiront par s'adresser aux urgences, ce qui pèsera sur notre système de soin."" Xavier Crombé, Chef de mission #France #MSF https://t.co/9izbgTFIq9",34,22,2,0,2150,0,photo,https://pbs.twimg.com/media/GBE329-WAAAK3BO.jpg,f,f
171957,https://twitter.com/MSF_france/status/1734152593469812956,2023-12-11 10:06:11+00,MSF_france,"Aux côtés de plus de 20 associations, #MSF sera présente à une mobilisation contre le #PJLimmigration pour défendre la droit universel à la santé. Rejoignez-nous aujourd'hui🗓️11/12 à 13h🏦Pl. du Président Edouard Herriot, Paris. https://t.co/Cth4KZx0cN",40,21,1,0,1517,0,photo,https://pbs.twimg.com/media/GBDycxPXQAA0sae.jpg,f,f
171958,https://twitter.com/MSF_france/status/1733939559010889816,2023-12-10 19:59:40+00,MSF_france,"« La population vit dans des conditions d’hygiène extrêmement mauvaises. Dans certains camps, près de 600 personnes partagent une seule latrine . Nous constatons déjà de nombreux cas de diarrhée. Les enfants sont souvent les plus touchés.»",31,23,0,1,1742,1,,,f,f
171959,https://twitter.com/MSF_france/status/1733939556779504007,2023-12-10 19:59:40+00,MSF_france,"« Un patient sur deux  souffre d'une infection des voies respiratoires due à une exposition prolongée au froid et à la pluie », explique Nicholas Papachrysostomou, coordinateur d'urgence #MSF à #Gaza.",24,16,1,0,1488,0,,,f,f
171960,https://twitter.com/MSF_france/status/1733939554866909382,2023-12-10 19:59:39+00,MSF_france,"Le 9 décembre, l'équipe #MSF à Rafah a commencé à soutenir la clinique d'Al-Shaboura où elle a pris en charge plus de 130 patients dès le premier jour.",14,4,1,0,383,0,,,f,f
171961,https://twitter.com/MSF_france/status/1733192388032499964,2023-12-08 18:30:41+00,MSF_france,"Aujourd'hui, le Conseil de sécurité des @UN doit exiger un cessez-le-feu immédiat et durable et lever le siège sur #Gaza. C’est une responsabilité qui incombe à chacun des membres. L'Histoire jugera le retard accumulé pour mettre fin à ce massacre.",13,12,0,1,1002,2,,,f,f
171962,https://twitter.com/MSF_france/status/1733192385427857793,2023-12-08 18:30:40+00,MSF_france,"#Gaza : « Si nos médecins ne peuvent plus rien faire pour les morts, encore y a-t-il une chance de sauver les vivants. Il serait impardonnable de ne pas agir, de ne pas décréter un cessez-le-feu et de ne pas mettre fin au siège » Christopher Lockyear, @MSF",16,11,1,1,1015,1,,,f,f
171963,https://twitter.com/MSF_france/status/1733192382252806470,2023-12-08 18:30:39+00,MSF_france,"#Gaza : « Aujourd'hui, l'aide est dérisoire, loin d’être à la hauteur des besoins. Nos collègues se sentent impuissants lorsqu'ils entendent des enfants leur dire qu'ils préféreraient mourir plutôt que de continuer à souffrir. » Christopher Lockyear, @MSF",4,3,1,3,2082,0,,,f,f
171964,https://twitter.com/MSF_france/status/1733192379174187498,2023-12-08 18:30:39+00,MSF_france,"À l'hôpital Al-Aqsa seulement, 1 149 patients ont été reçus aux urgences du 1er au 7 décembre, dont 350 étaient morts à leur arrivée. Le 6 décembre, l'hôpital a reçu plus de patients morts que de blessés.",4,3,1,0,137,1,,,f,f
171965,https://twitter.com/MSF_france/status/1733192376632418535,2023-12-08 18:30:38+00,MSF_france,"#Gaza : depuis la fin de la trêve de sept jours, les massacres indiscriminés et les déplacements forcés ont repris avec une intensité sidérante.",3,3,1,0,132,1,,,f,f
171966,https://twitter.com/MSF_france/status/1733192373583171673,2023-12-08 18:30:37+00,MSF_france,"#Gaza : les blocages au sein du Conseil de sécurité des @UN, en particulier celui des États-Unis, et les hésitations d’autres pays membres, notamment la France, les rendent complices du massacre en cours.",12,7,1,0,582,1,,,f,f
171967,https://twitter.com/MSF_france/status/1732829885901451320,2023-12-07 18:30:13+00,MSF_france,"« Nous avons besoin que les gouv. européens &amp; américains fassent pression sur le gouv. israélien pour mettre fin aux attaques indiscriminées à #Gaza. Ils disent qu’ils le font, mais rien n’indique que cette pression fonctionne aujourd'hui» @isadefourny, Présidente de #MSF France.",34,28,0,2,1522,2,,,f,f
171968,https://twitter.com/MSF_france/status/1732829883078705546,2023-12-07 18:30:13+00,MSF_france,"« Il faut impérativement un cessez-le-feu et a minima évacuer de toute urgence les blessés et malades en Egypte. Il n’est plus possible d’offrir des soins médicaux décents à #Gaza. » @isadefourny, Présidente de #MSF France.",26,20,1,2,1608,1,,,f,f
171969,https://twitter.com/MSF_france/status/1732829880830636205,2023-12-07 18:30:12+00,MSF_france,"« #Gaza est un champ de bataille sans aucune zone sûre. Le système de notifications des bombardements d’#Israël crée des mouvements de panique, c’est un système cruel qui n’épargne pas les civils » @isadefourny, Présidente de #MSF France.",17,10,1,0,478,0,,,f,f
171970,https://twitter.com/MSF_france/status/1732829878406336603,2023-12-07 18:30:12+00,MSF_france,"« Les équipes médicales de #MSF ont dû quitter l’hôpital Nasser ce week-end alors que les bombardements se rapprochaient, craignant de se retrouver encerclées sans possibilité d’évacuer en sécurité. Le personnel médical est terrifié. » @isadefourny, Présidente de #MSF France.",15,10,1,1,599,1,,,f,f
171971,https://twitter.com/MSF_france/status/1732783212810617186,2023-12-07 15:24:46+00,MSF_france,"Depuis le mois d'avril 2023, et le début de la guerre au #Soudan, près d'1 million de personnes ont fui le pays en direction du #Tchad voisin. 500000 réfugiés se sont installés dans l'est du pays et font face à des conditions de vie extrêmement difficiles. https://t.co/Z8XxbIDT5H",12,6,0,0,1041,1,,,f,f
171972,https://twitter.com/MSF_france/status/1732778391718297833,2023-12-07 15:05:36+00,MSF_france,"#France : « Les mineurs non accompagnés sont en grande détresse psychologique. Il existe un décalage entre ce qu'ils attendent de l'Europe et les conditions dans lesquelles ils vivent ici à #Calais, c'est la désillusion. » Chloé Hannebouw, psychologue #MSF https://t.co/ua2yfrFU5D",33,19,1,1,1478,0,,,f,f
171973,https://twitter.com/MSF_france/status/1732720662848946278,2023-12-07 11:16:13+00,MSF_france,"#Libye : le 10/09, au moins 4 300 personnes ont été tuées à #Derna. 8 500 personnes sont toujours portées disparues et 40 000 personnes ont été déplacées. Peu après les inondations, les équipes #MSF ont mis en place un soutien psychologique dans les centres de santé de la ville. https://t.co/E9odl12S6Z",28,18,1,0,1299,1,video,https://video.twimg.com/ext_tw_video/1732698531100594176/pu/vid/avc1/480x270/QY84Hi6btg2iMLaC.mp4?tag=12,f,f
171974,https://twitter.com/MSF_france/status/1732421508512038978,2023-12-06 15:27:29+00,MSF_france,"[🔊#Podcast] Vingt ans après le début de l’invasion américaine, retour sur deux décennies d’interventions humanitaires au plus près des populations irakiennes. https://t.co/jhMnEmJ0W6",13,7,1,0,1204,0,,,f,f
171975,https://twitter.com/MSF_france/status/1732394792540086536,2023-12-06 13:41:19+00,MSF_france,"« Les conditions climatiques ont des répercussions sur leur santé mentale parce qu'elles représentent un facteur de stress qui s’ajoute à ceux déjà présents dans le parcours des personnes exilées. », Chloé Hannebouw, psychologue #MSF à #Calais. 2/2",9,4,0,0,717,0,,,f,f
171976,https://twitter.com/MSF_france/status/1732336851451564065,2023-12-06 09:51:05+00,MSF_france,Le siège doit être levé. Des fournitures médicales et une aide humanitaire doivent être fournies d’urgence à l’ensemble de la bande de #Gaza.,10,7,0,0,1567,0,,,f,f
171977,https://twitter.com/MSF_france/status/1732336849501159892,2023-12-06 09:51:04+00,MSF_france,"«  Il est crucial de faciliter l’acheminement de l’aide humanitaire. L’hôpital a un besoin urgent de matériel chirurgical, de fixateurs externes pour maintenir les fractures et de médicaments essentiels, notamment  pour les maladies chroniques. »",7,7,1,0,679,0,,,f,f
171978,https://twitter.com/MSF_france/status/1732336847647338979,2023-12-06 09:51:04+00,MSF_france,"« Les pénuries de médicaments et carburant empêcheront l'hôpital de maintenir une activité chirurgicale et une unité de soins intensifs. Sans électricité, les respirateurs cesseront de fonctionner, les dons de sang et  la stérilisation des instruments ne pourront plus se faire. »",5,4,1,0,107,0,,,f,f
171979,https://twitter.com/MSF_france/status/1732336845839532065,2023-12-06 09:51:03+00,MSF_france,"« Il y a actuellement 700 patients admis à l'hôpital, et de nouveaux patients arrivent constamment. Nous manquons de matériel et de médicaments  pour les soigner », déclare Marie-Aure Perreaut Revial, coordinatrice d'urgence #MSF à #Gaza.",5,4,1,0,152,0,,,f,f
171980,https://twitter.com/MSF_france/status/1732336844052824071,2023-12-06 09:51:03+00,MSF_france,"L'hôpital Al-Aqsa, où travaille et vit le personnel palestinien et international de #MSF, reçoit en moyenne 150 à 200 patients blessés de guerre par jour depuis le 1er décembre.",4,4,1,0,111,0,,,f,f
171981,https://twitter.com/MSF_france/status/1732078628224016544,2023-12-05 16:45:00+00,MSF_france,"#Méditerranée : avec près de 2 200 enfants, femmes et hommes portés disparus ou morts en mer, 2023 est déjà l’année la plus meurtrière depuis 2017. Chaque jour, sur cette route migratoire, 8 personnes en moyenne perdent la vie ou sont portées disparues. https://t.co/7Nk0ScTllv",58,57,1,2,2489,1,,,f,f
171982,https://twitter.com/MSF_france/status/1732077404070301925,2023-12-05 16:40:08+00,MSF_france,"[DOCUMENTAIRE] « #Rohingya, une jeunesse perdue » raconte la violence, l’enfermement et le désespoir d'une génération qui grandit en exil dans les camps, sous la menace des gangs et sans perspective d’avenir. https://t.co/WQIMXKyZCy",27,16,1,0,1443,0,,,f,f
171983,https://twitter.com/MSF_france/status/1730980022159122676,2023-12-02 15:59:31+00,MSF_france,"En raison du siège toujours en cours et des attaques contre les autres hôpitaux, les réserves en matériel médical et médicaments de l’hôpital al-Awda de #Gaza s’épuisent et doivent être renouvelés de toute urgence.",21,15,2,0,1206,1,,,f,f
171984,https://twitter.com/MSF_france/status/1730980020368076934,2023-12-02 15:59:31+00,MSF_france,"L’hôpital al-Awda n'a cessé de prendre en charge des patients depuis le 7/10, bien qu'il ait été endommagé à plusieurs reprises par des frappes aériennes et des explosions. Hier, l’hôpital a reçu +de 50 blessés, la plupart nécessitant des soins de chirurgie orthopédique.",22,11,2,0,1152,1,,,f,f
171985,https://twitter.com/MSF_france/status/1730980018455523699,2023-12-02 15:59:31+00,MSF_france,"L’hôpital al-Awda, à #Gaza, où du personnel #MSF travaille toujours, a été endommagé hier par une explosion, quelques heures seulement après la fin de la trêve. C'est l'un des rares hôpitaux fonctionnels dans le nord de #Gaza.",283,259,8,6,11815,3,,,f,f
171986,https://twitter.com/MSF_france/status/1730694208845967728,2023-12-01 21:03:48+00,MSF_france,"« Nous avons entendu un bruit étrange, comme des voitures en train d’être écrasées, et des coups de feu. J’ai regardé par la fenêtre et j’ai vu. Les voitures avaient été poussées sur le côté et il y avait le feu. » raconte un membre du personnel #MSF https://t.co/TBsHtUfHTn",96,76,0,1,4205,2,video,https://video.twimg.com/ext_tw_video/1730693901390868480/pu/vid/avc1/320x568/HtLED1bdGFm49yBk.mp4?tag=12,f,f
171987,https://twitter.com/MSF_france/status/1730694206572663080,2023-12-01 21:03:48+00,MSF_france,"« Le premier jour du cessez-le-feu, à 4h30, un tank israélien a détruit le minibus de #MSF et les voitures qui nous avaient étaient envoyées pour évacuer » raconte un membre du personnel #MSF https://t.co/Of0AzoaMIQ",272,349,1,24,31538,14,video,https://video.twimg.com/ext_tw_video/1730693745320906752/pu/vid/avc1/320x568/Fr1C5shoDBrnAS7H.mp4?tag=12,f,f
171988,https://twitter.com/MSF_france/status/1730694204307742732,2023-12-01 21:03:47+00,MSF_france,"«J’étais terrifié quand j’ai vu que les tireurs et les chars braquaient leurs armes sur nous, plus particulièrement sur le 4e et le 5e véhicule. Ils ont ouvert le feu sur nous et une balle a frôlé mon front » raconte un membre du personnel #MSF https://t.co/U2ZzZwrmCR",76,52,1,2,2653,1,video,https://video.twimg.com/ext_tw_video/1730693486112890880/pu/vid/avc1/320x568/DHWgSQljvXSNB395.mp4?tag=12,f,f
171989,https://twitter.com/MSF_france/status/1730694201363329162,2023-12-01 21:03:47+00,MSF_france,"Sur le chemin du retour, le convoi a été attaqué à proximité du bureau de #MSF. 2 voitures de MSF ont été délibérément visées, tuant un infirmier volontaire qui travaillait aux côtés des équipes MSF et blessant un membre de la famille d'un autre, également décédé le 22 novembre https://t.co/Ibr388h1RV",63,34,1,1,2952,0,photo,https://pbs.twimg.com/media/GASoVFsXEAE6lhe.jpg,f,f
171990,https://twitter.com/MSF_france/status/1730694199215890521,2023-12-01 21:03:46+00,MSF_france,"Des coups de feu ont ensuite été entendus par nos collaborateurs qui, effrayés, ont décidé de regagner les locaux de #MSF, à environ sept kilomètres au nord du checkpoint.",45,18,1,1,1741,0,,,f,f
