id,tweet_url,published_at,username,content,likes,retweet_count,reply_count,quote_count,views_count,bookmarks_count,media_0_type,media_0_url,is_retweeted,is_quoted
176643,https://twitter.com/MdM_France/status/1736830164959367436,2023-12-18 19:25:54+00,MdM_France,"Afin de marquer la fin de cette journée mondiale, nous étions mobilisés ce soir aux côtés d’autres associations à #Paris.  🔴 Pour la protection des civils piégés au cœur d’une catastrophe humanitaire à #Gaza.  🔴 Pour la mise en place d’un cessez-le-feu immédiat.  #CeaseFireNow https://t.co/OgR4IERetA",24,11,0,0,1104,0,photo,https://pbs.twimg.com/media/GBp10nnWMAE_J_0.jpg,f,f
176644,https://twitter.com/MdM_France/status/1736743971781578833,2023-12-18 13:43:24+00,MdM_France,"🔴 En cette journée mondiale, 15 associations publient une #tribune afin de réclamer un #cessezlefeu durable à #Gaza.  ""C’est la seule option pour sauver des vies, garantir l’acheminement de l’aide &amp; le respect du droit international #humanitaire."" 👇 https://t.co/ivXWsTpzeg",14,9,2,0,1445,0,,,f,f
176645,https://twitter.com/MdM_France/status/1736742382937281010,2023-12-18 13:37:05+00,MdM_France,"#CeaseFireNOW #CessezLeFeuMaintenant  Aux côtés de nombreuses organisations à travers le monde, @MdM_France participe à la Journée mondiale d’action pour un cessez-le-feu à #Gaza.  📣 RDV à 18h sur le Parvis des Droits de l’Homme à #Paris.  La pétition 👇 https://t.co/wLIoGQYbGH https://t.co/zRARpQI6Nr",75,43,13,1,3398,0,photo,https://pbs.twimg.com/media/GBogXfAWkAAxyaD.jpg,f,f
176646,https://twitter.com/MdM_France/status/1736728780859654165,2023-12-18 12:43:02+00,MdM_France,"#PJLImmigration  Après tant de marchandages irresponsables et indignes conditionnant la vie et la #santé de personnes vivant sur notre territoire,  ➡️ Le moment est venu de retirer ce texte @Elisabeth_Borne @EmmanuelMacron   #directAN #directSénat #CMP  https://t.co/Np6yjg24of",576,318,27,7,27288,3,,,f,f
176647,https://twitter.com/MdM_France/status/1735660560962760935,2023-12-15 13:58:19+00,MdM_France,"#JOP2024  Pour ne pas laisser l’exclusion en héritage, c’est maintenant qu’il faut agir !  Découvrez notre communiqué de presse ⬇️ https://t.co/GBhN6y131s",12,5,1,1,1878,0,,,f,f
176648,https://twitter.com/MdM_France/status/1735621602492981469,2023-12-15 11:23:30+00,MdM_France,"#PJLimmigration #CMP  Rétablir le délit de séjour irrégulier est impensable tant il s'agit d'un ressort de précarisation, d'éloignement du système de #santé.  ⛔️ Pas sa place dans la République !  @BertrandPancher @SylvainMaillard @ElodieJaLa @SachaHoulie https://t.co/rP2R9Jr8na",67,49,9,2,6167,0,,,f,f
176649,https://twitter.com/MdM_France/status/1735580217521889393,2023-12-15 08:39:04+00,MdM_France,"Le collectif le @reversmedaille, dont @MdM_France fait partie, s’est réuni ce matin afin d’alerter sur les risques des #JOP2024.   🔴 Pour que les personnes les plus précaires ne subissent pas les revers de l'organisation de cet événement. https://t.co/Ohkbgn4463",106,68,3,1,6902,1,video,https://video.twimg.com/ext_tw_video/1735580125595406336/pu/vid/avc1/320x568/0VBNpFwqVCFRow2o.mp4?tag=12,f,f
176650,https://twitter.com/MdM_France/status/1735312172903715245,2023-12-14 14:53:57+00,MdM_France,"#CMP Mesdames, Messieurs les parlementaires,  Entendez cette émotion.  ➡️Rétablissez le Droit au séjour pour personnes étrangères malades.  @SachaHoulie @FlBoudie @elodiejala @mpdelagontrie @mguevenoux @AndreeTaurinya @fnb_officiel @BrunoRetailleau  #directAN #PJLimmigration 👇",32,22,1,2,5616,0,,,f,t
176651,https://twitter.com/MdM_France/status/1735245594954760577,2023-12-14 10:29:23+00,MdM_France,"➡️ Pour mieux connaître notre action auprès des personnes exilées à #Briançon, découvrez notre reportage #Frontières 👇  🎥 https://t.co/1vhV6qGxZW",3,3,0,0,597,0,,,f,f
176652,https://twitter.com/MdM_France/status/1735245593071530181,2023-12-14 10:29:23+00,MdM_France,"#Briançon : les #TerrassesSolidaires est un tiers lieu abritant quatre associations à visée sociale dont @MdM_France.  Aujourd'hui, ils ont besoin de vous pour continuer à offrir un accueil digne aux personnes exilées qui  traversent la frontière ! 👇  https://t.co/5HLuowhD9y",22,13,4,0,2764,1,,,f,f
176653,https://twitter.com/MdM_France/status/1735234212821655750,2023-12-14 09:44:10+00,MdM_France,"Pour alerter et faire entendre #LaVoixDesInvisibles jusqu’à l’Elysée, rejoignez le mouvement #AucunEnfantÀLaRue   ✒️ Je signe la pétition  ⤵  🔗 https://t.co/culSpNNel2",10,7,0,0,1037,0,,,f,f
176654,https://twitter.com/MdM_France/status/1735234210040795537,2023-12-14 09:44:09+00,MdM_France,"🔴 Chaque nuit en France, 3 000 enfants dorment à la rue !   @Elisabeth_Borne @T_Cazenave @P_Vergriete, allez-vous respecter le vote des parlementaires et augmenter le nombre de places d'hébergement d'urgence ?   ✒️  Notre Tribune  ⤵ https://t.co/RfZKjMHj5w",184,162,5,2,5511,1,,,f,f
176655,https://twitter.com/MdM_France/status/1734982460339892603,2023-12-13 17:03:47+00,MdM_France,"✊ Pour le maintien de l'#AME ❌ Contre le durcissement du #DASEM  En présence d’élus de la République, plusieurs associations, collectifs, syndicats &amp; centres de santé se sont réunis à #SaintDenis ce mardi.  Les professionnels du secteur de la santé ne lâcheront rien ! https://t.co/EWpQ16bl8U",51,25,0,0,1959,0,photo,https://pbs.twimg.com/media/GBPjtoIWoAAa1Eg.jpg,f,f
176656,https://twitter.com/MdM_France/status/1734939252109041845,2023-12-13 14:12:05+00,MdM_France,"""L'Aide Médicale d'État permet aux personnes sans papiers d'avoir des #soins minimum. S'il n'y a plus d'#AME, ce serait une catastrophe pour eux et, s'il y a des maladies contagieuses, pour la société. Ce n'est pas possible.""   🗣️ Laurent Mignot, médecin bénévole à @MdM_France 👇",102,56,2,0,5760,2,,,f,t
176657,https://twitter.com/MdM_France/status/1734895953503453352,2023-12-13 11:20:02+00,MdM_France,"#SpeeDons - Prêts pour la quatrième édition ?  4 jours intensifs de marathon speedrun au profit de nos actions.  👉 Animé par @mistermv !  📍 Du 29/02 au 3/03, en direct du Palais des Congrès de #Lyon et retransmis sur #Twitch.  Restez connectés 👇 https://t.co/oNqOOuXL9T",13,4,0,0,1057,0,,,f,f
176658,https://twitter.com/MdM_France/status/1734580958257365413,2023-12-12 14:28:22+00,MdM_France,"#SupportDontPunish ❌   La répression de l’usage de #drogues est inefficace et met en danger la #santé de toutes et tous.   ➡️ Pour mettre fin aux sanctions pénales pour simple consommation de #drogues, signez la pétition.   ✍️ https://t.co/Wjpw7llsW0 https://t.co/3vHKkP0xZa",67,38,0,2,4792,0,photo,https://pbs.twimg.com/media/GBJ3igNXYAEfTde.jpg,f,f
176659,https://twitter.com/MdM_France/status/1734152296336928884,2023-12-11 10:05:01+00,MdM_France,9 présidentes &amp; présidents d'organisations prennent la plume pour alerter @EmmanuelMacron et lui demander de préserver  ➡️ le Droit au séjour pour personnes étrangères malades dans le cadre du #PJLimmigration   Notre lettre 👉 https://t.co/xwhu01UZVt #directAN #directSénat #Santé https://t.co/Hsa8dTx7NW,193,125,1,6,15624,4,photo,https://pbs.twimg.com/media/GBDroLlWoAAKNNx.jpg,f,f
176660,https://twitter.com/MdM_France/status/1733788652411703370,2023-12-10 10:00:01+00,MdM_France,"Droit à la vie  Droit à la sûreté  Droit à la dignité humaine  Droit à la #santé  Tant de droits humains bafoués à #Gaza, en #Cisjordanie &amp; en #Israël, lieux d'exactions et de violences innommables dans l'irrespect total du #DIH depuis + de 2 mois.  #CeasefireNOW #HumanRightsDay https://t.co/ackbJCLQEe",291,178,12,6,7551,4,photo,https://pbs.twimg.com/media/GA1n_poWcAA5SKK.jpg,f,f
176661,https://twitter.com/MdM_France/status/1733152581046726729,2023-12-08 15:52:30+00,MdM_France,Le Conseil de Sécurité de l'ONU doit voter pour un #CeaseFireNOW.  Le vote de la résolution de cet après-midi pourrait être la dernière occasion pour la communauté internationale d'agir en faveur de la protection des civils de #Gaza.  @USUN @UKUN_NewYork @POTUS @RishiSunak,169,109,18,6,4628,2,,,f,f
176662,https://twitter.com/MdM_France/status/1733133281858629899,2023-12-08 14:35:49+00,MdM_France,"🔴 #Gaza   ""Les hôpitaux sont des morgues, il faut le dire. On n'arrive plus à soigner les patients. On est dans un cimetière à ciel ouvert, géant"", dénonce @JfCorty, vice-président de @MdM_France.👇 https://t.co/MkcxWec2on",1275,1398,72,68,111982,18,,,f,f
176663,https://twitter.com/MdM_France/status/1732806621141614704,2023-12-07 16:57:47+00,MdM_France,"📢 #CAMPAGNE  On s'en fout de leur apparence, de leur religion, de leurs origines. Qu’ils soient juste en bas de la rue ou à l’autre bout du monde, on s'en fout.  Tout ce qui compte pour nous, c’est leur santé.  ➡️ https://t.co/Q96YZlRsdl  @Orel_san #ONSENFOUT https://t.co/dcQ1uZLfHn",50,26,1,4,1929,0,video,https://video.twimg.com/ext_tw_video/1732797906002792448/pu/vid/avc1/320x568/wCwnqlchx9mPgPTv.mp4?tag=12,f,f
176664,https://twitter.com/MdM_France/status/1732731073342165128,2023-12-07 11:57:35+00,MdM_France,"""Nos équipes ont du mal à trouver de l'eau, de la nourriture. Comme des milliers de Gazaouis, ils sont concentrés sur moins d'un quart de la bande de #Gaza sous des bombardements massifs, sans accès aux soins."" @JfCorty, Vice-président de @MdM_France👇 https://t.co/4Gy6nEWrwA",272,264,22,3,9431,3,,,f,f
176665,https://twitter.com/MdM_France/status/1732411708428427483,2023-12-06 14:48:32+00,MdM_France,"@JoelWeilerMdM M. @EmmanuelMacron, Mme. @MinColonna, aujourd'hui la France n'appelle même plus à un cessez-le-feu.   C'est incompréhensible pour nous, et pour les civils de #Gaza.   Soyez courageux, protégez les civils et le #DIH : appelez à un #cessezlefeu immédiat et durable !  #CeaseFireNOW https://t.co/OFGNQljWf7",198,173,16,6,4032,0,photo,https://pbs.twimg.com/media/GArCVbXXUAA4YIU.jpg,f,f
176666,https://twitter.com/MdM_France/status/1732410408521339316,2023-12-06 14:43:22+00,MdM_France,"⚠️ « Les promesses de dons, les pauses soit-disant ""humanitaires"", les zones soit-disant "" safe "" sont de fausses solutions  : on ne peut pas distribuer d’aide sous les bombes. »  @JoelWeilerMdM, DG @MdM_France à la conférence humanitaire pour #Gaza.",45,43,2,3,2378,0,,,f,f
176667,https://twitter.com/MdM_France/status/1732409453495083208,2023-12-06 14:39:34+00,MdM_France,"🔴 Conférence #humanitaire sur #Gaza  Prise de parole de notre DG @JoelWeilerMdM :  « Gaza était une prison à ciel ouvert, elle devient un cimetière géant. Ses hôpitaux deviennent des morgues sous nos yeux. C’est inacceptable ! »  #DIH #CeaseFireNOW",392,299,17,12,13338,3,,,f,f
176668,https://twitter.com/MdM_France/status/1732097632900665511,2023-12-05 18:00:31+00,MdM_France,"Urgence #GAZA 🔴   Une nouvelle conférence #humanitaire aura lieu demain.  Pour répondre aux besoins colossaux des populations, une seule solution possible : un #CessezLeFeu permanent !  #CeaseFireNOW @EmmanuelMacron @MinColonna https://t.co/UDdb7Kat9O",164,101,13,0,6061,1,photo,https://pbs.twimg.com/media/GAmc_PyWoAAqtUZ.jpg,f,f
176669,https://twitter.com/MdM_France/status/1732004965613240324,2023-12-05 11:52:17+00,MdM_France,"🔵 Pas besoin d'avoir un profil médical pour être #bénévole chez @MdM_France :  Consultations, mais aussi accueil, juridique, interprétariat, logistique... Les missions de nos 1500 bénévoles sont très variées. Alors lancez-vous !  Nos offres dispo ici ⬇️ https://t.co/sxYz8WCpZP",13,8,1,0,1246,0,,,f,f
176670,https://twitter.com/MdM_France/status/1732004963126034574,2023-12-05 11:52:16+00,MdM_France,"#JournéeMondialeBénévolat 🤝  L'engagement citoyen &amp; le #bénévolat sont au coeur de @MdM_France : en France 🇫🇷, nos équipes de terrain sont composées de 90% de bénévoles.  Parmi ceux-ci, Cassandre, soignante bénévole à #Mayotte. Découvrez son histoire👇  https://t.co/KtiWh4osGM",14,7,1,0,1647,0,,,f,f
176671,https://twitter.com/MdM_France/status/1731723009751192059,2023-12-04 17:11:54+00,MdM_France,"#GAZA  + de 15 000 morts 1 hôpital sur 3 HS 1,8 million de déplacés 2,3 millions pers. en danger  Et la reprise des hostilités &amp; menace d'opérations terrestres israéliennes.  🔴 Combien de civils devront encore mourir avant un #cessezlefeu ?  #CeasefireNOW https://t.co/UkBi9VCfXw",831,631,75,27,47221,3,,,f,f
176672,https://twitter.com/MdM_France/status/1731650568131641493,2023-12-04 12:24:02+00,MdM_France,"Nous sommes extrêmement inquiets pour notre collègue, toute l'équipe @mdm_France sur place et l'ensemble de la population piégée à #Gaza.   Nous dénonçons une nouvelle fois ces attaques délibérées du droit international humanitaire.  #NotATarget #CeaseFireNOW",302,171,18,6,7864,3,,,f,f
176673,https://twitter.com/MdM_France/status/1731650566625906722,2023-12-04 12:24:02+00,MdM_France,"#GAZA 🔴 Un de nos personnels touché ce matin par un tir de tank israélien visant l'école où il était abrité.   Nécessitant des soins, il tente actuellement de rejoindre un hôpital mais les routes sont trop dangereuses et exposées aux tirs et bombardements de l'armée.",1956,1273,117,53,119021,31,,,f,f
176674,https://twitter.com/MdM_France/status/1731620081958826145,2023-12-04 10:22:54+00,MdM_France,"Les #5actusMdM de novembre 📰⚡  Pour un #cessezlefeu durable au Proche-Orient, retour en images sur le #FestivaldesGrosMaux, reportage dans un #bidonville à Toulouse, notre engagement pour défendre l’#AME et montée de la violence en #Cisjordanie. 👇 https://t.co/QsehWE6JHL https://t.co/rQFnpSp6Zb",9,4,0,0,1264,0,photo,https://pbs.twimg.com/media/GAfwnbgXgAAF3ah.jpg,f,f
176675,https://twitter.com/MdM_France/status/1730628019667013817,2023-12-01 16:40:48+00,MdM_France,"🔴 Les restrictions apportées au droit de séjour pour soins auront des ""conséquences dramatiques sur la santé de milliers de malades,"" @Tibo_Mat, référent plaidoyer @MdmFrance.  📰 ""Pour les étrangers porteurs du #VIH, un accès aux soins semé d'embûches""👇 https://t.co/QMV3kKHL2Y",39,22,0,1,2028,3,,,f,f
176676,https://twitter.com/MdM_France/status/1730603950586425607,2023-12-01 15:05:09+00,MdM_France,⬆️ Cette campagne de @assoAIDES de 2011 retrouve malheureusement toute son actualité.,7,5,0,0,670,0,,,f,f
176677,https://twitter.com/MdM_France/status/1730603948548002029,2023-12-01 15:05:09+00,MdM_France,"#1erDécembre  La France qui se veut leader de la lutte c. le #VIH laisse le min @GDarmanin opérer une restriction aux conséquences mortifères du droit au séjour pour soins.  Mr @EmmanuelMacron, Comment pouvez-vous laisser faire cela ?  https://t.co/eh681O1ixC #PJLImmigration",42,35,2,2,2751,0,,,f,f
176678,https://twitter.com/MdM_France/status/1730591927043526813,2023-12-01 14:17:22+00,MdM_France,"Mr le min. de la Santé @Aur_Rousseau  Mobilisez votre énergie aussi pour rétablir le droit au séjour pour les personnes malades !   Droit essentiel, pourtant radicalement restreint lors de l'examen du #PJLImmigration en com. des lois.   Nous comptons sur vous.   #1erDécembre #VIH",25,21,1,0,3172,0,,,f,t
176679,https://twitter.com/MdM_France/status/1730576736411172894,2023-12-01 13:17:01+00,MdM_France,➡️ Nos organisations @MdM_France @assoAIDES @Sidaction @sfls_vih interpellent @EmmanuelMacron @aur_rousseau et les députés de l'#AssembléeNationale sur les conséquences graves d'une restriction d'accès au titre de séjour pour soins pour les personnes étrangères gravement malades.,6,4,0,0,664,0,,,f,f
176680,https://twitter.com/MdM_France/status/1730576733869363567,2023-12-01 13:17:00+00,MdM_France,"⭕️ #WorldAIDSDay : la santé des étrangers séropositifs menacée par le #PJLimmigration  L'#AssembléeNationale doit rétablir le droit au séjour pour soins, dispositif de #santépublique essentiel pour la survie de milliers de personnes malades 👇 https://t.co/UkCQj4x1WH #1erdécembre https://t.co/H5fRLzbWFH",24,25,1,2,6096,0,photo,https://pbs.twimg.com/media/GAQ9vJ1XEAA-TTl.png,f,f
176681,https://twitter.com/MdM_France/status/1730526488196247748,2023-12-01 09:57:21+00,MdM_France,"#JournéeMondialeLutteSIDA  En #CôtedIvoire comme sur de nombreux terrains, @MdM_France intervient dans une démarche de réduction des risques liés à l'usage de #drogues, notamment pour limiter les risques de transmission du #VIH.  Découvrez notre reportage👉https://t.co/cXWkJwhPKm https://t.co/4kQY5i56Bt",14,7,0,0,991,0,video,https://video.twimg.com/ext_tw_video/1730526411893432320/pu/vid/avc1/480x270/t5bBCfmBaoLGCxn7.mp4?tag=12,f,f
176682,https://twitter.com/MdM_France/status/1730172395103690958,2023-11-30 10:30:18+00,MdM_France,"🔴 ""Il n'y a toujours pas d'endroit véritablement sûr dans la bande de #Gaza.""  Louise Bichet, Responsable Moyen-Orient chez @MdM_France, rappelle que seul un #CessezLeFeu permanent permettra la protection des civils, des hôpitaux &amp; personnels de santé 👇 https://t.co/sXcVNeedzB",56,36,3,0,2632,0,,,f,f
176683,https://twitter.com/MdM_France/status/1729924281650270411,2023-11-29 18:04:23+00,MdM_France,"🔴 En cette Journée internationale de solidarité avec le peuple #palestinien, @MdM_France appelle les États à transformer la trêve en cours en un cessez-le-feu permanent.  15 000 morts déjà. Pour protéger les civils, un #cessezlefeu durable est la seule solution.  #CeaseFireNOW https://t.co/ctoUPut5Zk",30,15,2,1,1575,2,video,https://video.twimg.com/ext_tw_video/1729923402650054656/pu/vid/avc1/320x568/9IPXBBEwrt2BLIdE.mp4?tag=12,f,f
176684,https://twitter.com/MdM_France/status/1729923695685009565,2023-11-29 18:02:04+00,MdM_France,La Commission des lois vient de rétablir l’Aide médicale d’Etat #AME   Retour à la raison.    Nous appelons les parlementaires à une extrême vigilance concernant de possibles restrictions à venir suite à la mission Stefanini-Evin.    #directAN #PJLImmigration #santé https://t.co/eCr5wVgM7O,226,87,4,2,8489,4,photo,https://pbs.twimg.com/media/GAHsAEsXAAAx3O4.png,f,f
176685,https://twitter.com/MdM_France/status/1729817488257679786,2023-11-29 11:00:02+00,MdM_France,"""Le bon traitement, c'est le logement"".  Lien entre vie à la rue, #santé, accès aux soins : pour ses 30 ans, le programme ""Pas de Santé Sans Toit"" de @MdM_France organise une exposition   📍 devant la @MaisonAssos12, #Paris 📅 du 30 novembre au 7 décembre  #PasdeSantéSansToit https://t.co/EIiID3hF4u",13,7,1,0,989,1,photo,https://pbs.twimg.com/media/GAF-wzxWYAAiMUc.jpg,f,f
176686,https://twitter.com/MdM_France/status/1729789905960661089,2023-11-29 09:10:26+00,MdM_France,"En 2023, 61 % des #expulsions ont fait l’objet de #violences à l’encontre des habitants, contre 42 % l’année dernière.  ""Les associations de l'Observatoire des expulsions s’alarment d’une hausse des expulsions violentes.""  📰 Lire l'article 👇 https://t.co/AEdmstZVcz",45,40,0,0,1982,1,,,f,f
176687,https://twitter.com/MdM_France/status/1729520107104182524,2023-11-28 15:18:21+00,MdM_France,Les expulsions ont de graves conséquences sur la #santé des femmes enceintes &amp; enfants en bas-âge.  🔴 Les ruptures dans les parcours de #soin ainsi que le stress généré par l’angoisse des expulsions à venir sont sources de problèmes de santé importants.  #Guyane #StopExpulsions https://t.co/8OTOVr8xiE,9,5,0,0,596,0,photo,https://pbs.twimg.com/media/GABqZOmWQAAC4sP.jpg,f,f
176688,https://twitter.com/MdM_France/status/1729520104390418758,2023-11-28 15:18:20+00,MdM_France,"5 ans après sa diffusion, l’instruction du 25 janvier 2018 n’est pas respectée : 97% des #expulsions ne sont pas précédées d’un #diagnostic social de la situation des personnes.  ➡️ Conséquence directe : le manque de solutions d’hébergement adaptées aux besoins des personnes. https://t.co/BHK4nCvvxz",9,8,1,0,671,0,photo,https://pbs.twimg.com/media/GABqVNxWEAALDeC.jpg,f,f
176689,https://twitter.com/MdM_France/status/1729520101588631827,2023-11-28 15:18:19+00,MdM_France,"Aujourd’hui en France, des dizaines de milliers de personnes vivent dans des lieux de vie informels : #bidonvilles, campements, squats...  Les #expulsions ne font que renforcer leur précarité !  Lire le nouveau rapport de l'Observatoire des expulsions 👇 https://t.co/20XbsXR16W",91,76,1,2,3534,2,,,f,f
176690,https://twitter.com/MdM_France/status/1729489992538275986,2023-11-28 13:18:41+00,MdM_France,"#GivingTuesday   Pour toujours plus de réactivité face aux crises humanitaires, les ONG d'@AUrgences dont @MdM_France lancent un fonds d’#urgence mobilisable sans délai.  Plus d'infos ici ! 👇 https://t.co/IviVHOFnJH https://t.co/j8fzqNEm5Y",5,3,0,0,841,0,photo,https://pbs.twimg.com/media/GABc0ylWoAASimt.jpg,f,f
176691,https://twitter.com/MdM_France/status/1729482596856328356,2023-11-28 12:49:17+00,MdM_France,"#MalLogement : quel impact sur les droits et la santé ?   À l’occasion de la sortie du rapport de l’Observatoire des #expulsions, @mdm_France vous emmène en maraude dans un #bidonville de #Toulouse.   🎥 Reportage complet Youtube 👇https://t.co/Kwu0azkeNr https://t.co/pIDU1BZbGh",15,12,0,1,1794,0,video,https://video.twimg.com/ext_tw_video/1729462416222658560/pu/vid/avc1/480x270/MqT9BSYZys7gHe6E.mp4?tag=12,f,f
176692,https://twitter.com/MdM_France/status/1728352836151615645,2023-11-25 10:00:02+00,MdM_France,"Nous le constatons sur tous nos terrains d'intervention : en cas de crise, les #femmes sont les premières impactées.  C'est le cas en #Colombie 🇨🇴, où des décennies de conflit pèsent sur leurs droits et leur santé.  #Reportage complet 👉 https://t.co/F8JYonH2nx  🟣 #25novembre https://t.co/DOT7cWl82s",40,17,0,0,2385,1,video,https://video.twimg.com/ext_tw_video/1728112798150877184/pu/vid/avc1/320x568/05mGx54BQqUgPcu9.mp4?tag=12,f,f
176693,https://twitter.com/MdM_France/status/1728105506810843325,2023-11-24 17:37:14+00,MdM_France,"⚫️ Le 24 novembre 2021, au moins 27 personnes perdaient la vie en tentant de rejoindre le Royaume-Uni.    Deux ans après, alors que l'injustice et les décès aux frontières se poursuivent, nous sommes unis pour appeler à un monde sans violence aux frontières.  Ni oubli, ni pardon. https://t.co/oaz5WBJTSE",95,50,1,0,5083,1,photo,https://pbs.twimg.com/media/F_t2wR_WIAAfoqV.jpg,f,f
176694,https://twitter.com/MdM_France/status/1728092401267314817,2023-11-24 16:45:09+00,MdM_France,"🎬 Retour sur le #FestivaldesGrosMaux !  3 jours passés en compagnie de personnalités et artistes engagés, des équipes de @MdM_France &amp; des milliers de visiteurs venues nous rencontrer au @Gro_ndControl.   👇 https://t.co/jriaTxbOAr",5,3,0,0,951,0,,,f,f
