"Published At","URL","Media URL","Media Type","Likes","Comments","Caption"
"2023-11-28 13:23:02","https://www.instagram.com/p/C0MPKYntev5/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/404322317_879725406990593_1059343856705808780_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=uruqxo7IWHgQ7kNvgH-hv0E&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAohZW64fMETc_1rFyvL1UVvLBeFHMf1751IeneqMciuA&oe=665EBB75&_nc_sid=bc0c2c","Video","187","1","🗣 « Quand la police est venue pour nous expulser, ils ont cassé ma caravane, ma voiture, les poussettes des enfants… J’ai perdu mes factures, mes fiches de paies. » 

Quels sont les impacts du mal-logement sur les droits et la santé ?

👉 Pour le découvrir, et à l'occasion de la sortie du rapport annuel de l’Observatoire des expulsions de lieux de vie informels, on vous emmène en maraude dans un des bidonvilles de Toulouse, pour rencontrer ses habitants et comprendre le cercle vicieux des politiques actuelles d'expulsion. 

Et pour découvrir le rapport de nos associations, rdv sur notre site.

#France #Expulsions #MalLogement #Bidonvilles #Squats #Précarité #AccèsauxSoins #Maraude #MédecinsduMonde"
"2023-11-24 17:23:12","https://www.instagram.com/p/C0CVvymt83M/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/403897930_862373428810428_3826762958876757424_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=zqzio56-YvYQ7kNvgHR-_8M&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDMjnQRrmwiCF9JdwC3E406UtRcaF8lteyt4-80G1H93Q&oe=665EBE70&_nc_sid=bc0c2c","Video","163","1","Retour en images sur @lesgrosmauxfestival ! 🎉 

Une première édition portée par des artistes et personnalités engagés, aux côtés des équipes de @medecinsdumonde et des milliers de visiteurs venus nous rencontrer au @groundcontrolparis. 

Pendant le week-end, vous avez eu l’occasion de découvrir les textes primés de notre concours d’écriture, retrouvez-les maintenant sur www.lesgrosmauxfestival.com 

🙏 Un grand merci à @luttilutti, @dupereyanny, @passi_issap, @_timdup_, @marc_ruchmann, @nachmusicofficiel, @pierredeladonchamps, @keryjamesofficial, @kashink1, @lesparentheseselementaires pour leur participation à notre grande scène d’éloquence, et à toutes les personnes mobilisées pour cette première édition du Festival des Gros Maux !
. 
. 
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #streetart #exposition #culture #ecriture #Littérature #concoursdecriture"
"2023-11-22 15:39:01","https://www.instagram.com/p/Cz9BYiRtI4D/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/403959580_6700007686791522_3866563937467391098_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=C_3DE2-jySkQ7kNvgEZTLLQ&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCIkRE-s-uDmi54PRs4oYTpWBPkIUPNp8Wk73lO8XUEfg&oe=665EC97F&_nc_sid=bc0c2c","Video","366","9","“On voit des mères avec deux ou trois enfants dans un seul lit pour les couvrir afin qu’ils ne meurent pas de froid.” 
 
Référent médical de @medecinsdumonde et médecin volontaire à l’hôpital Al-Aqsa de Gaza, le Docteur Murad Abed témoigne de la situation sur place.  

⚠️ Manque de lits, interventions chirurgicales en continu et sans les équipements nécessaires, arrivée du froid... La situation est extrêmement pesante pour les professionnels de santé, qui continuent à soigner malgré d’immenses difficultés. 

. 
. 

🔴 Face à la situation dramatique de la population vivant dans la bande de Gaza, Médecins du Monde demande un cessez-le-feu immédiat, la protection des civils et des personnels de santé ainsi que l’acheminement de l’aide humanitaire. 

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #médecinsdumonde"
"2023-11-21 15:59:33","https://www.instagram.com/p/Cz6ftEstWNM/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/403778213_2047592582287782_1201474737326630932_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=k7LSKTqGjTcQ7kNvgHIURMd&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBEO6jG9-xwG-HgH35cd-3ZYm023zkGfYViCLiWiBFiYw&oe=6662ABA6&_nc_sid=bc0c2c","Image","375","9","Vous êtes maintenant 50 000 à nous suivre sur instagram !

En France et à l'international, vous êtes 50 000...
📢 à faire résonner nos combats, 
✊ à soutenir nos actions,
 🩺 à suivre nos missions.

MERCI !

#Solidarité #ONG #urgences #crises #humanitaire #droitàlasanté #santédignité #militance #MédecinsduMonde"
"2023-11-20 17:36:04","https://www.instagram.com/p/Cz4F9EZNCRx/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/403693162_165057696689930_1565368805686804569_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=MfYiO_xDMbYQ7kNvgG0Sf6R&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAnxHWpRy8rQ-8Jq_lcGjifsL_sYnabx23QfM87s0AUhA&oe=6662BC08&_nc_sid=bc0c2c","Image","118","3","🏥 Depuis février 2022, plus de 1 100 attaques ont eu un impact sur les infrastructures de santé en Ukraine. 

Alors qu’en 2023 les frappes et les combats se sont intensifiés, les besoins humanitaires sont croissants. 
5 millions de personnes sont actuellement déplacées à l'intérieur du pays. Un quart sont des enfants.
 
👩‍👦 En cette journée mondiale des droits de l’enfant, rappelons qu’aucun d’entre eux ne devrait être exposé à la violence des conflits, alors même qu’en Ukraine les dommages causés aux écoles, les déplacements forcés et la peur constante à laquelle ils sont confrontés affectent profondément leur santé mentale ainsi que leur droit à l’éducation. 
 
Avec le soutien de la DG-ECHO (UE), les équipes de Médecins du Monde interviennent dans le sud de l’Ukraine auprès de la Croix Rouge pour mettre en place des soins de santé mentale et de soutien psychosocial, et garantir des soins de santé de qualité pour les mères et leurs enfants.

📸 Jean-Pierre Amigo 
. 
. 
#JMEnfants #JournéeMondialedelEnfance #Ukraine #Ukrania #crise #urgence #santémentale #humanitaire#Ukrainewar #UkraineRussiaWar #Santémentale #medecinsdumonde"
"2023-11-16 14:35:10","https://www.instagram.com/p/CzteBQ-OnOK/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/402995979_1114797349483429_5348360557472225783_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=TgmZmWQsgoAQ7kNvgEvM3p-&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDCSv2h-BRpXrCPadoM28hYq8zNk6ZpB5V279ztrUJpiA&oe=665EA39C&_nc_sid=bc0c2c","Video","247","1","""J'aimerais pouvoir vivre ni comme un homme, ni comme une femme, mais comme un être humain.""

#Afghanistan 🇦🇫 

Interdiction de travailler, d’étudier, de sortir seule,... depuis leur prise de pouvoir en 2021, les talibans ont systématiquement exclu les femmes et les filles de la vie publique.

Deux ans après, quelle est la situation réelle des femmes et des filles afghanes ? Comment les ONG travaillent-elles en Afghanistan ? 

Pour en savoir davantage, la Fondation Médecins du Monde vous invite ce soir à la conférence “Paroles de femmes Afghanes” :

📍 Au siège de Médecins du Monde à Saint-Denis, 
🕑 De 18h30 à 20h 

Pour s’inscrire 👉 lien en bio."
"2023-11-15 10:32:42","https://www.instagram.com/p/Czqdh3NoqAX/","https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/402660156_739941221498130_2245490069668279291_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=p3dCGGTvF0AQ7kNvgHl3fWg&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYBqlsjQ6u6NrnGn1P6LR80Y5CG8g1AAstw_-bZXfng-fw&oe=6662959B&_nc_sid=bc0c2c","Image","3186","32","La santé est un droit pour toutes et tous. 

👉 L’Aide Médicale d’État (AME) permet aux étrangers en situation irrégulière d’avoir accès gratuitement aux soins de première nécessité. Sont exclus certains médicaments ainsi que des actes et des soins considérés comme non essentiels. 

👉 L’Aide médicale d’État permet, par un traitement précoce des maladies, d’éviter une prise en charge à des stades plus graves aux Urgences, souvent déjà saturées. 

 👉 Le budget de l’AME, c’est 0,5% du budget total de l’Assurance maladie, proportion stable depuis des années. 

Vouloir supprimer l’AME est un non-sens en matière de santé publique. 
C'est accepter l’idée de laisser la santé des personnes s'aggraver. 
 
Face aux sermons hypocrites, rappelons le Serment d’Hippocrate ✊🧑‍⚕️
 
En savoir plus ➡ hypocritesvsHippocrate.com 

#hypocritesvshippocrate #AME #PJLImmigration #LoiAsileImmigration #Sénat #AssembléeNationale #DirectAN #droitàlasanté #SermentdHippocrate #Solidarité #MédecinsduMonde"
"2023-11-12 16:52:57","https://www.instagram.com/p/CzjaqNBtMtk/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/401578133_644950177542763_8993437550172316888_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=3eeO9p-yMU4Q7kNvgF_ZuRw&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAIfmV76ziR7EjGtSw6WY66wtY4d4hZSvAlRc2E7MlSsQ&oe=66629597&_nc_sid=bc0c2c","Image","2447","81","Apocalyptique, catastrophique, tragique : les mots sont inopérants pour décrire la situation humanitaire à Gaza. 

Chaque jour, des civils fauchés dans des bombardements, des corps déchiquetés, des enfants meurtris à jamais dans leur innocence, des décombres qui s’étendent à perte de vue, des hôpitaux pris pour cibles devenus des morgues. 

Une tragédie morbide dans l’impuissance et l’inertie internationales à appeler d’une seule voix au cessez-le-feu et à l’imposer à Israël. 

❌ Face à cette inertie coupable, nul ne pourra dire qu’il ne pouvait pas agir. ❌

#NotATarget #CeaseFireNOW #Cessezlefeu #DIH #DroitInternationalHumanitaire #DroitdelaGuerre #Gaza #GazaUnderAttack #Cisjordanie #Palestine #Israel #urgencehumanitaire #protectcivilians #MédecinsduMonde"
"2023-11-08 20:27:07","https://www.instagram.com/p/CzZf_WNtSUk/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/400925984_18396658162018429_4777387243686625656_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=sk6BtPzww60Q7kNvgHAk7ia&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYAIXwMjb-pUEiJCUyM-Mdtuop7PnCqWCYvQnd5_MF0tUQ&oe=666287B5&_nc_sid=bc0c2c","Image","3306","62","À la veille de la conférence humanitaire pour la population civile à Gaza organisée par la France, Médecins du Monde et 12 ONG rappellent l'urgence de mettre en place un cessez-le-feu immédiat pour sauver des vies à Gaza et en Israël.

 
#CeasefireNOW #Gaza #Palestine #Cisjordanie #Israel #Cessezlefeu #DIH #Droitdelaguerre #humanitaire #NotATarget #MédecinsduMonde"
"2023-11-06 09:49:15","https://www.instagram.com/p/CzTNZwXtIoF/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/399187739_356068943659291_6538499148023024796_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=6mrTOVaRR14Q7kNvgGFD2gE&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAoz3Wg-na3sjbXFmZxlLBtze8D8ig_FHtJ9Eb794ZFOg&oe=666291AC&_nc_sid=bc0c2c","Image","779","13","Les Français se déclarent majoritairement pour l’Aide médicale d'État. 

C'est ce que révèle le sondage CSA pour Médecins du Monde, malgré des discours politiques hypocrites qui voudraient faire croire le contraire. 

➡ En septembre, 60% des Français se déclaraient spontanément pour l’AME. On observe donc un oui assez franc en faveur de ce dispositif de santé publique. 

➡ Après avoir été informées des limites de cette aide, toutes les catégories de population évoluent en faveur de l’AME, même chez les personnes traditionnellement les plus conservatrices sur ces sujets. L'opinion favorable gagne 13 points. 

➡ Un mois après, malgré la vive émotion et l’inquiétude suscitées par les violences au Proche-Orient et les attentats en Europe, le constat est le même et 61% des Français interrogés se prononcent toujours en faveur de l’AME. 

#hypocritesvshippocrate #AME #campagne #débat #projetdeloi #projetdeloiImmigration #PJLimmigration #assembléenationale #droitàlasanté #MédecinsduMonde"
"2023-11-04 13:30:40","https://www.instagram.com/p/CzOc44WtV08/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/398687477_3666687583653800_2392279646295563346_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Krl_FS9b6hsQ7kNvgGP9Sjh&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDvlpK24o8Kt8JY5IhPjmmHCoFtr2NhxQAi2AGGrr-0JA&oe=665EAC67&_nc_sid=bc0c2c","Video","101","0","Le @festivaldesgrosmaux, c’est un événement d’art urbain invitant des artistes engagés à dénoncer les maux de notre société.
 
🎨 25 artistes partenaires se sont prêtés au jeu en associant création et solidarité.
 
On vous amène à leur rencontre !
 
Merci à :
@kashink1, @verschaere, @paolokraft, Cedric Fettouche, @valdoff.art, @guillaumeetlaurie, @ardpg, @bergie_g 

Et à tous les autres !
 
🖌️ Leurs œuvres sont disponibles à la vente. Lien en story.
.
.
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #streetart #culture #solidarité #medecinsdumonde"
"2023-11-03 10:47:23","https://www.instagram.com/p/CzLlq22tpA2/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/398675926_18395473897018429_290049744923611806_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=JZKr_XqyRAIQ7kNvgGzsCCY&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYAjZY-hYIhJvYQ7yHVItFTzKnI7NNc4uq7iMps7uL4zYA&oe=6662AFE6&_nc_sid=bc0c2c","Image","979","49","🔴 Augmentation alarmante des violences en Cisjordanie 
 
Alors qu’une extrême violence s’abat sur Gaza, de graves violations du droit international humanitaire sont également commises en Cisjordanie depuis le 7 octobre. 
Tandis que les acteurs humanitaires sont empêchés d'accéder à ces populations, déjà 828 personnes, dont 313 enfants, ont été intimidées, agressées et expropriées de force par des colons israéliens, en toute impunité.  
 
Médecins du Monde appelle de toute urgence à une intervention diplomatique pour protéger les communautés de Cisjordanie ! 
. 
. 
📸 Olivier Papegnies 

#CeaseFireNOW #NotATarget #DIH #Palestine #DroitHumanitaire #DroitdelaGuerre #Urgence  
#CessezLeFeu #Cisjordanie #Gaza #TerritoiresPalestiniens #MédecinsduMonde"
"2023-11-02 15:47:38","https://www.instagram.com/p/CzJjPFVNnBd/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/397887955_179880105179803_5901048368469909382_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=M6Ol2f19LpUQ7kNvgG3zaOh&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBKNMA_t3-SX56HYC8eQthjQLiookodYUPHNAJSiaKpZw&oe=6662B5F0&_nc_sid=bc0c2c","Image","3014","75","🔴 Sur la bande de Gaza, des centaines de civils sont tués chaque jour : 67 % sont des femmes et des enfants. 

Le 31 octobre, d’intenses frappes aériennes ont touché le camp de réfugiés de Jabaliya, détruisant entièrement un quartier de 30 bâtiments résidentiels. Le bilan est d’au moins 50 décès, tandis que de nombreuses personnes sont encore piégées sous les décombres. 

Alors que le système de santé est dévasté, l’opération terrestre israélienne a coupé le nord de Gaza du reste du territoire, entravant l’accès de l’aide humanitaire déjà extrêmement limitée. 

⚠️ Les gouvernements doivent mettre un terme à ces violations incessantes du droit international humanitaire en exigeant de toute urgence un cessez-le-feu ! 

#CeaseFireNOW #NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Jabaliya #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #MédecinsduMonde"
"2023-11-02 15:00:47","https://www.instagram.com/p/CzJd38HN4JP/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/397880208_858374239317270_8829020470764151385_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=Q8qqB9hroFAQ7kNvgFzoMbQ&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCUg1mJjzYSWmkI4TnQMHLZRZHnuwpzYz2wVqHnZXNQ2A&oe=66629E96&_nc_sid=bc0c2c","Image","78","1","En début d’année, vous avez été près d'un millier à participer à notre concours d'écriture. 

Discriminations, précarité, violences… Nombreux sont les thèmes qui ont été abordés pour dénoncer les injustices en droits et en santé dont nos équipes sont témoins de par le monde. 

📢 Parce qu’il est plus que jamais crucial de porter notre combat pour la solidarité, des personnalités publiques s’engagent à nos côtés et monteront samedi soir sur la scène de @lesgrosmauxfestival afin d’interpréter les textes primés. 

Animée par @Luttiluttti, cette grande scène d’éloquence sera retransmise en live sur Twitch et TikTok ! 

Rendez-vous le samedi 4 soir à 19h sur scène au @Ground_Control. 
. 
. 
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #ecriture #urbanart #art #twitch #tiktok #Stream #GroundControl #MédecinsduMonde #TimDup #Passi #AnnyDuperey #Pierredeladonchamps #Nach #Luttilutti"
"2023-10-30 11:04:00","https://www.instagram.com/p/CzBUZG6tIgv/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/398017577_18394705843018429_6202556129631041737_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=8IWK-sGdGm4Q7kNvgE8pL3G&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYALpRVOGUhcFUppaMmAN_4fK9nciv3Jo3R3QKK_BLkxtA&oe=6662B900&_nc_sid=bc0c2c","Image","1847","40","[Lien de la pétition en bio] 

𝙀𝙣𝙜𝙡𝙞𝙨𝙝 𝙗𝙚𝙡𝙤𝙬 
 
🔴 Afin de sauver des vies et enrayer la catastrophe humanitaire, Médecins du Monde ainsi que de nombreuses organisations appellent à un cessez-le-feu immédiat dans la bande de Gaza et en Israël. 
  
✍️ Mobilisez-vous aux côtés des près de 600 organisations et des 645 000 citoyens signataires : signez la pétition pour demander un #Cessezlefeu ! ⬇️️ 

Lien en bio. 
 
#CeaseFireNOW  
 
------ 
 
🔴 In order to save lives and halt the humanitarian catastrophe, Médecins du Monde and a large number of organizations are calling for an immediate ceasefire in the Gaza Strip and Israel.  
 
✍️ Mobilize alongside the nearly 600 organizations and 645,000 citizens who have signed: sign the petition to demand a #CeaseFireNOW ! ⬇️️  

Link in bio. 
 
#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #MédecinsduMonde"
"2023-10-28 08:36:30","https://www.instagram.com/p/Cy756-vLLTq/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/395680513_1054492275570966_3996427801201444191_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=bFYPclkYLjYQ7kNvgGmZ1dW&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBwhXOZg6JyhlBjAefcsi04W6iReHE7v0hsYGIPDjjr7g&oe=6662AB1F&_nc_sid=bc0c2c","Image","82","0","@lesgrosmauxfestival, c’est dans moins d’une semaine ! 🎉

Nous avons hâte de vous retrouver pour vous faire découvrir nos combats et, à travers les mots, dénoncer les injustices que nous constatons à travers le monde.

Si l’ensemble de l’événement est gratuit et l’exposition artistique en accès libre, nous vous conseillons de vous inscrire aux temps forts du week-end : scène d’éloquence, projections, spectacles, tables-rondes... 👉 Lien en bio

On vous donne donc rendez-vous du 3 au 5 novembre, au @groundcontrolparis !
.
.
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #streetart #exposition #culture #ecriture #urbanart #art #MédecinsduMonde"
"2023-10-27 08:21:07","https://www.instagram.com/p/Cy5THl1B2Tw/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/395606734_1747329859103787_4069606059127748800_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=mkLLzstCSQAQ7kNvgGOc3Y6&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBmI323rnTOjnbHwfLmsExFywYx7mLedDBnhmt3Ner6Ow&oe=665EC294&_nc_sid=bc0c2c","Video","445","10","🔴 Communication du terrain : en direct de Gaza 3/3 

“J’espère que ces escalades massives prendront bientôt fin et que nous pourrons nous retrouver. En vie.” 

À Gaza, la population vit dans la peur et l’incertitude. Sur place, notre référent médical Murad Abed décrit l’explosion des problématiques sanitaires et le manque criant de moyens pour y faire face. 
. 
. 
Face à la situation dramatique de la population vivant dans la bande de Gaza, Médecins du Monde demande l’arrêt des hostilités, la protection des civils et des personnels de santé ainsi que l’acheminement de l’aide humanitaire. 

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #MédecinsduMonde"
"2023-10-26 10:34:17","https://www.instagram.com/p/Cy29z8fNeZx/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/395536583_847805833392979_6514880747435346055_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=JEcQxwIxu3kQ7kNvgHiPzih&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD5_ZLfIk7NQTWGua1rrO29_CJwyMV43t2Cc-oPXwG3mg&oe=66628D46&_nc_sid=bc0c2c","Image","1392","12","🔴 Conséquences du siège et des bombardements, le pronostic vital d'une grande partie de la population de Gaza est engagé. 

Pourtant, 1/3 des hôpitaux ont dû fermer en conséquence des frappes et de la pénurie d’eau et d’électricité causée par le blocus israélien. Le manque de carburant met en danger la vie des 2 millions d’habitants de la bande de Gaza. 

 

 ➡️ Si l’aide humanitaire est désormais acheminée à hauteur de 20 camions par jour, la quantité de biens élémentaires demeure largement insuffisante pour prendre en charge l’intégralité des besoins humanitaires sur place. 

#CeaseFireNow 
#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #MédecinsduMonde #CessezLeFeu"
"2023-10-25 12:48:51","https://www.instagram.com/p/Cy0oPoAJmWC/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/395125590_1076441773711209_7884372673719381053_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=LhZH19-ujVYQ7kNvgGqsPKo&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCAC-NS3FhymXLnk0Cii19t_8WVKBYatan3d5sNH23HOg&oe=665EAF2B&_nc_sid=bc0c2c","Video","295","5","🔴 Communication du terrain : en direct de Gaza 2/3 

“C’est une situation misérable.” 

La famille du Docteur Murad Abed est confrontée à une deuxième évacuation en quelques jours, deuxième fuite d’un lieu de vie vers l’incertitude. 

Tandis que les bombardements font rage, les denrées élémentaires viennent à manquer. 
.
. 
Face à la situation dramatique de la population vivant dans la bande de Gaza, Médecins du Monde demande l’arrêt des hostilités, la protection des civils et des personnels de santé ainsi que l’acheminement de l’aide humanitaire. 

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #MédecinsduMonde"
"2023-10-24 16:09:58","https://www.instagram.com/p/CyyaVtRypil/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/394557173_274667624964444_7849916097250135825_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=F95Lz9Qq0XEQ7kNvgHWiSO6&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAQjJ2fAuCPetXxzt496IgqXpaszkTGKYOcuBSMRVcNQw&oe=665EBE3A&_nc_sid=bc0c2c","Video","593","20","🔴 Communication du terrain : en direct de Gaza 1/3 

“Je peux sentir l’odeur de la mort partout.” 

Le Dr. Murad Abed, médecin et référent en santé mentale pour Médecins du Monde à Gaza, nous livre en trois étapes un témoignage de la situation sur place.

Il y a plus d’une semaine, sa maison a été détruite lors des bombardements commis par l’armée israélienne. “C’était la première évacuation.” 
. 
. 
Face à la situation dramatique de la population vivant dans la bande de Gaza, Médecins du Monde demande l’arrêt des hostilités, la protection des civils et des personnels de santé ainsi que l’acheminement de l’aide humanitaire. 

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #CessezLeFeu #MédecinsduMonde"
"2023-10-23 14:37:08","https://www.instagram.com/p/CyvrN-qN5OC/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/394736971_1373310340233676_2096058724824963277_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=6T91PZqZqo8Q7kNvgHPGSJx&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBP_2vxj8cB8Z1oWPIv4KSj4ZJBAdGaHmLcu9JbMsymng&oe=66629589&_nc_sid=bc0c2c","Image","141","4","Parce qu’aujourd’hui plus que jamais, notre mission est de soigner mais aussi de témoigner, @medecinsdumonde vous donne rendez-vous au @lesgrosmauxfestival.  
 
Un week-end pour mettre des mots sur les injustices en santé dont nous sommes témoins partout dans le monde et nos actions humanitaires pour y répondre.  
 
Exposition d’art urbain, scène d’éloquence, tables-rondes, projections-débat... Découvrez le programme du week-end. 
 
Inscription gratuite sur lesgrosmauxfestival.org 
 
📅 Les 3, 4 et 5 novembre 2023 
📍 Ground Control, 81 rue du Charolais, Paris 12e 
. 
. 
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #streetart #exposition #culture #ecriture #urbanart #art #MédecinsduMonde"
