date,url,media_url,media_type,likes,comments,caption
2023-12-22 14:02:06,https://www.instagram.com/p/C1KG5rmOVFa/,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/412668855_1086878262337343_4270552128465401781_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_ohc=iyxwN4ZTiRUQ7kNvgGwLI0-&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDufpbq27gu2PRwkDG5bQLmM2av8hqPlnAG1yxZFNgvew&oe=66629766&_nc_sid=bc0c2c,Image,10,0,"👩‍⚕️✨ Our #EcuadorPrograms had an impactful October! From patient consultations to vital lab tests and essential imaging, we're making strides in healthcare every day. Thanks to our team's dedication and your support! #MedGlobal #CommunityCare #HealthImpact"
2023-12-21 22:05:18,https://www.instagram.com/p/C1IZZsEL38b/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/412722241_1274766979865031_1293509287753038842_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=VanzxHq0-3oQ7kNvgGcM7ZY&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCiAlsJXLpW0If6tu9QybWNvSdqYgpuCCEJZIv4VlzR1Q&oe=66629837&_nc_sid=bc0c2c,Image,7,0,"Join MedGlobal's mission! Our teams across the globe work with local heroes to bring healthcare to those most in need. We've touched millions of lives with your help. Let's end 2023 with hope and gear up for an even more impactful 2024. Every act of generosity counts.

Give today: https://medglobal.org/donate/

 #BeTheChange #MedGlobal2024"
2023-12-21 16:03:49,https://www.instagram.com/p/C1Hv1olM5aB/,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/412255108_383183154177899_3378392983207055470_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_ohc=swKGa5zis6AQ7kNvgFdSWTC&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDutFDIZlF2ZxHyeBeO-NX2TlRGpsQqUKwueSxMX7fB9g&oe=66629810&_nc_sid=bc0c2c,Image,31,0,"Meet Argelis from Venezuela—a beacon of strength and determination. She stepped through the doors of Casa Venezuela-La Parada, not just in search of medical aid for her children but for a promise of a healthier future.

Argelis's journey led her to more than healthcare; she and her children are now embraced by the warmth of our community kitchen. This initiative, proudly supported by MedGlobal, pledges to serve over 2,000 nutritious meals monthly to those in need within the resource-scarce neighborhoods surrounding La Parada.

#MedGlobal #CommunityHealth #NutritionForAll #HealthcareHeroes"
2023-12-21 01:01:02,https://www.instagram.com/p/C1GIqqbobqR/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/412131691_1325849938085201_4436234405428182466_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=HvWshjb09ssQ7kNvgGE8B7d&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCL-0b5Ush7JbLkZkOScv9_T5y9NjUb5nTzW1WSu1v7OQ&oe=666293EA&_nc_sid=bc0c2c,Image,33,0,"Meet Aisha, an 8-year-old with a love for traditional jewelry-making, living in Al Fao IDP camp, Sudan. Her family lost their home to floods and faced the daily struggle of securing clean water in a nation rich in water resources yet lacking access for many.

Despite the challenges, Aisha's spirit remains unshaken. Although her young age her role is to find clean drinking water for her family.

MedGlobal has stepped in to ease this burden by providing 85 households with daily clean drinking water and building a system with a 10,000-liter capacity, transforming Aisha's routine into a simple turn of the tap.

Water is life, and with just $1, you can gift a family like Aisha's clean water for a day. Let's pour hope into every home. 💧🙌 #MedGlobal #WaterForLife #Sudan"
2023-12-20 18:01:39,https://www.instagram.com/p/C1FYuWorHnT/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/412471666_1346877550044137_7387106713900802986_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=LnbKgrs8XAYQ7kNvgEN3k0D&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAa4xTNjEwbV1nyDu9g8k9S4kZIigXMKt_0jHpWbms9mw&oe=6662B2EF&_nc_sid=bc0c2c,Image,18,0,"Recognizing #InternationalHumanSolidarityDay, we honor the ties that bind us globally. MedGlobal stands in solidarity, providing life-saving care and medical support to those in need. 🌍🤝

Your support enables us to continue these vital efforts. Together, let's make healthcare accessible for all. #Solidarity #MedGlobal #HealthForAll"
2023-12-20 14:01:54,https://www.instagram.com/p/C1E9SY1Oyd8/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/412424078_1067891281123088_8442180818974375975_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=aOsuWmQoSuIQ7kNvgF8EFGy&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCpbuz7KmwQMsYGGvPmZgM12yMm1wgC_D2PfGB-JKjAHw&oe=6662AE71&_nc_sid=bc0c2c,Image,9,0,"In October, MedGlobal's commitment shone brightly in Bangladesh, delivering 2,231 consultations, guiding 75 families in planning, and healthcare for 472 mothers-to-be. Each number is a life touched, a health improved, a future brightened. Thanks to our supporters for making this possible! 

#MedGlobalCare #EveryNumberCounts #HealthForAll 🌏💙👶"
2023-12-19 22:00:58,https://www.instagram.com/p/C1DPUL3rVTo/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/412471701_294833973552528_3959995826824105730_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=EpJiMSnEeTwQ7kNvgFvj4jr&edm=APU89FABAAAA&ccb=7-5&oh=00_AYANXgBJK56xpzhIIyb-t-lo0AwXjYPZRnEF9y9W4oIH1A&oe=6662B8C1&_nc_sid=bc0c2c,Image,26,0,"MedGlobal & Kilis Health Directorate are working together to support Al-Rai Hospital’s dialysis unit in Aleppo, providing care to communities affected by displacement.

We're committed to covering operational costs, securing essential medicines, and providing consumables for dialysis sessions. With the support of the World Health Organization, we ensure a steady supply of dialysis kits to continue offering life-saving services to regular patients.

Meet Issa, a brave young survivor of a bombing in Idlib's countryside. Receiving dialysis three times a week at the center, Issa and his family have found a lifeline amidst adversity. ""The Dialysis Center and MedGlobal have saved my child's life,"" says Issa's mother. Together, we're creating a healthier future for those in critical need. 💙 

#MedGlobalImpact #HealthcareHeroes #DialysisSupport"
2023-12-18 18:01:28,https://www.instagram.com/p/C1APHSWLT3c/,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/411200820_1523280241780014_4929318270657046619_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=B17ag-QCDXYQ7kNvgECuBxb&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBTn9O5O3tEISo5bLIhSt40K2brubHbjbEzYWu7gkRksw&oe=6662BA14&_nc_sid=bc0c2c,Image,17,0,"Today, on International Migrants Day, we stand in solidarity with the millions on their journey to safety, dignity, and a better life. 🌍✨

Let's recognize the courage and resilience of all migrants and reflect on our collective responsibility to ensure their rights and well-being are respected and they receive the healthcare they need.

#InternationalMigrantsDay #MedGlobal #Solidarity #HumanRights"
2023-12-18 16:03:57,https://www.instagram.com/p/C1ABbiBO6SX/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/411864695_1397640934166187_4066332120051639216_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=-CpTuC1QeQoQ7kNvgFkp8b1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBDa7gDyc_dd1htsE-Do19nJr0bJclnDTwBK1iaLujDbw&oe=6662922A&_nc_sid=bc0c2c,Image,29,0,"In the shadow of a rocket-damaged hospital in Berislav, Ukrainian doctors exemplify resilience, working tirelessly in a basement converted to meet hospital needs. Despite the lack of light and water, their commitment to patient care never wavers. 🏥💪

Thanks to MedGlobal's donation of a portable ultrasound device, these dedicated professionals can now perform critical medical procedures and diagnoses with greater precision, even under such challenging conditions. 🩺🚑

We stand in awe of these heroic doctors who persist in caring for their patients against all odds. MedGlobal remains committed to strengthening Ukraine's healthcare system, supporting these heroes every step of the way. 🤝💛💙

#MedGlobal #UkraineStrong #HealthcareHeroes #ResilienceInAdversity #MedicalSupport

#MedGlobal #UkraineStrong #HealthcareHeroes"
2023-12-17 21:34:34,https://www.instagram.com/p/C0-CqzdP3Ea/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/411485116_174576062408042_6362684511246816886_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=FNvDE2WoOoQQ7kNvgGvTAXQ&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAq-x1D6733iD8JmWjXo0BlvdI0H2hSlnBnZhGtisdE0Q&oe=6662960D&_nc_sid=bc0c2c,Image,53,1,"In the heart of Rahaf, Gaza, our MedGlobal team is on the ground, bringing essential food baskets to displaced families. 

This journey of compassion and care wouldn't be possible without our devoted team, supporters like you, and our steadfast partners. Be a part of this change. Your contribution can make a world of difference.

Support our mission today: https://donorbox.org/medglobal-gaza-emergency🙏❤️

#FoodForGaza  #HumanitarianAid #CommunityStrength"
2023-12-15 23:02:42,https://www.instagram.com/p/C05DKpDuQ_m/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/411331440_303051689385380_8820194595270209666_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=2TVadRFMPGQQ7kNvgFFBCjd&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAg_-hm-7RdMPkaPx5c6WJnl20EnuqrcwAwyMUZ97Uoxw&oe=666288CF&_nc_sid=bc0c2c,Image,16,1,"🚨 Urgent Call for Action in Sudan! As warfare escalates near Al Jazirah State, MedGlobal urges for the safe delivery of humanitarian aid. Our healthcare infrastructure and medical personnel are at risk. Despite challenges, we remain committed to providing life-saving healthcare to those affected by violence. We appeal to the global community for support and de-escalation to protect the vulnerable. 

 #MedGlobal #SudanCrisis #HumanitarianAid"
2023-12-14 15:01:20,https://www.instagram.com/p/C01nUedsYrU/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/410246742_7425720554114318_4002141576131259643_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=i1MAlpcY4t8Q7kNvgFvNTPY&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDJmCs2fC4gQzwHjNa7xI8WO8Po2oIXe7ouoxDJADzKkw&oe=66629909&_nc_sid=bc0c2c,Image,10,0,"In October 2023, MedGlobal's efforts in Yemen were marked by significant medical achievements. We delivered approximately 10,000 consultations, emphasizing our extensive medical capabilities. Our maternal health programs were robust with nearly 700 follow-ups. Additionally, our response to malnutrition included treating a range of severe cases. We also conducted vital reproductive health consultations and assisted in numerous childbirths, both natural and cesarean. These efforts underscore MedGlobal's commitment to enhancing healthcare in Yemen. #MedGlobal #YemenHealth 🌍💉🤰🏻

 #healthcare #maternalhealth #malnutrition #healthcareinYemen  #formama"
2023-12-14 01:01:04,https://www.instagram.com/p/C00HHsvqxfj/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/409872301_2988994597910004_4192513556624970130_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=3eWuTomfK5UQ7kNvgGNdIEA&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBjt0vXRU2O7HUFh-pbZ0Yj_Rgy3yOYVQkHHt7XwOb1Aw&oe=666287EB&_nc_sid=bc0c2c,Image,129,3,"🚛🏥 Big Milestone! Our first delivery of essential medical supplies has successfully crossed into Gaza via the Rafah border. This vital aid has reached our team in the south and has been distributed to the Indonesian Hospital in Gaza. A massive thank you to our courageous team, our invaluable partners, and YOU, our incredible supporters whose generosity and commitment made this possible. Your solidarity is saving lives and uplifting communities in Gaza. 🙏💉🏥"
2023-12-13 22:01:01,https://www.instagram.com/p/C0zyavcrO37/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/410202975_788833793007127_1893104841114956348_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=oI9lGFaj9BgQ7kNvgEsg5d_&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDYWKdXyDOv4Yc8zOGYEK-j93rkVYfO1zs4v2mk-26VMQ&oe=66628BA3&_nc_sid=bc0c2c,Image,124,3,"🚨 Urgent Call from MedGlobal 🚨 We're advocating for the safety and protection of medical staff and patients at Kamal Adwan Hospital, Gaza. 

Read the full press release: https://medglobal.org/medglobal-urges-to-protect-medical-staff-and-patients-at-kamal-adwan-hospital/"
2023-12-12 15:15:21,https://www.instagram.com/p/C0wfVUbJ_Av/,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/410406840_717937413345270_2962258276312846311_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=tmqaoBD0itAQ7kNvgHJFJ8h&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAfzaxyswKv-QLSOh8COXF_hgHaT_ac67cH13kasDlSvQ&oe=6662ABCF&_nc_sid=bc0c2c,Image,33,0,"In the midst of conflict in Omdurman, Sudan, the story of Hamed, a 3-month-old infant grappling with bronchiectasis, touched our hearts. His critical condition demanded immediate and specialized care. Al Nada hospital, supported by MedGlobal's provision of essential oxygen, became a crucial refuge for Hamed's family. Following a critical 24-hour period in the ICU, Hamed's resilience prevailed. This narrative not only speaks to Hamad's survival but also highlights the impact of your support 🏥💓"
2023-12-11 21:01:47,https://www.instagram.com/p/C0uiG8Rr2ke/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/409647692_1579682716103945_5512214704385837031_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=7TD5bQU34H8Q7kNvgGw1fqL&edm=APU89FABAAAA&ccb=7-5&oh=00_AYChwgfehqLrOS-zPPzJwHq2BmAX-q4ZBEuqigRTQxIDrQ&oe=66629FBA&_nc_sid=bc0c2c,Image,52,4,"In the heart of a shelter for internally displaced in the South of Gaza, where nearly 1 million seek safety, our MedGlobal team Opened a Medical Point. On the first day, over 200 individuals received the medical attention they desperately needed.

Your support fuels this mission. Your contribution matters more than you know. Donate now: https://ow.ly/OxWk50QhbAL

#MedGlobal #GazaEmergency #HealthcareHeroes #HopeForGaza"
2023-12-11 15:01:23,https://www.instagram.com/p/C0t48P9s5nU/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/410176650_1069491551136912_120195533116195852_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=y1d116d8CJwQ7kNvgGnuIo4&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCCZ-S843dRIx2ksbanIvTGhgfhKVtCRVxtvR-p4k_EoQ&oe=66629B81&_nc_sid=bc0c2c,Image,12,0,"🌍 Our latest update from Syria in October alone is a testament to the enduring strength of the human spirit and the impact of dedicated healthcare. 

These numbers reflect more than just statistics; they represent lives touched, health improved, and hope restored. Thanks to your support, we continue to make a difference where it's needed the most. 💙 #MedGlobal #HealthcareHeroes #SyriaHealth"
2023-12-10 22:00:28,https://www.instagram.com/p/C0sEG1bsKnN/,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/408282961_934508184223129_1304136487603156719_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=GXLi65S283sQ7kNvgGnuSHv&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCc0-MQ2XYB9PWAL_mDolx77p0DJgDoejUHZ5z3RGO4eQ&oe=66629688&_nc_sid=bc0c2c,Image,28,0,"🚨 Urgent Update from MedGlobal Syria: Following the heartbreaking bombardment in Idlib and Sarmeen, resulting in 6 civilian deaths and 41 injuries, including children, our field staff are on high alert. MedGlobal Syria Country Representative confirms that our health facilities and rapid response teams in Idlib are ready to respond to further escalation. We stand resolute in providing vital humanitarian aid and support during these challenging times. 

But we can't do this without your support; give today: https://ow.ly/3sJl50Qhbax 

#SyriaCrisis #MedGlobalResponse"
2023-12-10 18:00:12,https://www.instagram.com/p/C0roEu5uZqR/,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/409720405_7773237709369404_1563201712974502203_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=5j5X71XKjogQ7kNvgGhR0Jn&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDM707nwDWCVtdJnV7ecFmob7MiTDS4jpu-f68_xBMgcA&oe=665E990A&_nc_sid=bc0c2c,Video,198,6,🎉 Exciting News from MedGlobal! 🚚 We've achieved a significant milestone: the first trucks carrying vital medical supplies have entered Gaza via the Rafah border. This success is a testament to the compassion and dedication of our team's relentless efforts that have made this possible. 🙌🏥✨
2023-12-10 14:00:57,https://www.instagram.com/p/C0rNOveMXTI/,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/408326141_1042697990303204_2254395680004762960_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mk14pqMaX3EQ7kNvgGTLVRw&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBjQ0qg1ijoMmfJLXRt0ucYVxzGUdWLExDt1Lhm-wN_Zg&oe=66629C49&_nc_sid=bc0c2c,Image,13,0,"🕊️ Today, on Human Rights Day, we at MedGlobal reaffirm our commitment to upholding and protecting the fundamental rights of every individual, regardless of where they are in the world. 🌏

Healthcare is not a privilege; it's a right. On this Human Rights Day, let's pledge to make healthcare accessible for all. Our teams are dedicated to providing medical care to the most vulnerable and underserved communities. 

Join us in our mission dedicated to a world without disparities in health.

#HumanRights75  #Act4RightsNow #HumanRightsDay #HealthcareForAll"
